concept_id,system,object_name,field_name,category,object_description,field_description,note
address.city,SAP,EKKO,DESCRIPTION,address,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Contract Name,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
purchasing_info_record.id,SAP,EKPO,INFNR,purchasing_info_record,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Number of purchasing info record,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
order_unit.code,SAP,EKPO,BPRME,order_unit,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Order Price Unit (Purchasing),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
net_price_amount,SAP,EKPO,NETPR,general,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Net Price in Purchasing Document (in Document Currency),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
order_unit.code,SAP,MSEG,BPRME,order_unit,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",Order Price Unit (Purchasing),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
account.name,SAP,MSEG,USNAM_MKPF,account,"Material Document Segment (Items) Goods movement line items: material, plant, storage loc, qty, movement type (BWART). MM Materials Mgmt",User Name,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=MM; mode=context_only
net_price_amount,SAP,VBAP,NETPR,general,"Sales Document — Item Data Order line items: material, qty (KWMENG), net value (NETWR). SD Sales Distribution",Net Price,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
account.owner_employee_id,SAP,VBAP,J_3GBELNRI,account,"Sales Document — Item Data Order line items: material, qty (KWMENG), net value (NETWR). SD Sales Distribution",Document Number,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=SD; mode=context_only
net_price_amount,SAP,LIPS,NETPR,general,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",Net Price,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
company_code.id,SAP,VBRK,BUKRS,company_code,"Billing Document — Header Invoice header (FKART billing type, NETWR net value). SD Sales Distribution",Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
account.owner_employee_id,SAP,VBRP,J_3GBELNRI,account,Billing Document — Item Invoice line items. SD Sales Distribution,Document Number,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=SD; mode=context_only
supplier.address,SAP,KNA1,PSTLZ,supplier,"Customer Master — General Data Cross-client customer master (name, address, tax). SD Sales Distribution",Postal Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
employee.name,SAP,KNA1,PSOVN,employee,"Customer Master — General Data Cross-client customer master (name, address, tax). SD Sales Distribution",First Name,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=SD; mode=context_only
address.city,SAP,KNA1,PSOO1,address,"Customer Master — General Data Cross-client customer master (name, address, tax). SD Sales Distribution",Description,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=SD; mode=context_only
address.city,SAP,KNA1,PSOO2,address,"Customer Master — General Data Cross-client customer master (name, address, tax). SD Sales Distribution",Description,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=SD; mode=context_only
address.city,SAP,KNA1,PSOO3,address,"Customer Master — General Data Cross-client customer master (name, address, tax). SD Sales Distribution",Description,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=SD; mode=context_only
address.city,SAP,KNA1,PSOO4,address,"Customer Master — General Data Cross-client customer master (name, address, tax). SD Sales Distribution",Description,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=SD; mode=context_only
address.city,SAP,KNA1,PSOO5,address,"Customer Master — General Data Cross-client customer master (name, address, tax). SD Sales Distribution",Description,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=SD; mode=context_only
company_code.id,SAP,KNB1,BUKRS,company_code,"Customer Master — Company Code Company-code-specific customer data (recon acct, payment terms). SD Sales Distribution",Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=SD; mode=context_only
contact.phone,SAP,BUT000,CONTACT,contact,Business Partner — General Data BP is the leading object in S/4HANA — KNA1/LFA1 are kept in sync via CVI. S4HANA New Tables,Business Partner: Contact Permission,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
company_code.id,SAP,MATDOC,BUKRS,company_code,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
order_unit.code,SAP,MATDOC,BPRME,order_unit,"Material Documents (S/4 Inventory) Replaces MKPF + MSEG. Stock tables (MARD, MBEW, etc.) become views over MATDOC. S4HANA New Tables",Order Price Unit (Purchasing),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
purchasing_info_record.id,SAP,ACDOCP,INFNR,purchasing_info_record,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Number of purchasing info record,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
info_record_category.code,SAP,ACDOCP,ESOKZ,info_record_category,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Purchasing info record category,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=S/4HANA; mode=context_only
company.id,SAP,ACDOCA,RCOMP,company,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Company,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=S/4HANA; mode=context_only
account.owner_employee_id,SAP,ACDOCA,CO_BELNR,account,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Document Number,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=S/4HANA; mode=context_only
supplier.address,SAP,LFA1,PSTLZ,supplier,"Vendor Master (General Data) Name, address, tax info — cross-client vendor data. FI Financial Accounting",Postal Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
employee.name,SAP,LFA1,PSOVN,employee,"Vendor Master (General Data) Name, address, tax info — cross-client vendor data. FI Financial Accounting",First Name,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=FI; mode=context_only
company_code.id,SAP,LFB1,BUKRS,company_code,"Vendor Master (Company Code Data) Company-code-specific vendor data: recon account, payment terms. FI Financial Accounting",Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
account.status,SAP,LFB1,ACTIVE,account,"Vendor Master (Company Code Data) Company-code-specific vendor data: recon account, payment terms. FI Financial Accounting","Boolean Variable ('X'=Shareholder is active, ''=not active)",source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
purchasing_info_record.id,SAP,EINA,INFNR,purchasing_info_record,,Number of purchasing info record,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=UNKNOWN; mode=context_only
company_code.id,SAP,T001,BUKRS,company_code,,Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=UNKNOWN; mode=context_only
company.id,SAP,T001,RCOMP,company,,Company,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=UNKNOWN; mode=context_only
company_code.id,SAP,BKPF,BUKRS,company_code,"Accounting Document Header 1 record per document. Stores doc type (BLART), posting date (BUDAT), currency (WAERS), exchange rate (KURSF). 190+ fields. FI Financial Accounting",Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
invoice.amount,SAP,BKPF,PSOAK,invoice,"Accounting Document Header 1 record per document. Stores doc type (BLART), posting date (BUDAT), currency (WAERS), exchange rate (KURSF). 190+ fields. FI Financial Accounting",Reason,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=FI; mode=context_only
account.name,SAP,BKPF,SNAME,account,"Accounting Document Header 1 record per document. Stores doc type (BLART), posting date (BUDAT), currency (WAERS), exchange rate (KURSF). 190+ fields. FI Financial Accounting",User Name,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=FI; mode=context_only
company_code.id,SAP,BKDF,BUKRS,company_code,,Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=UNKNOWN; mode=context_only
absence.end_date,SAP,BKDF,LAST_OCCUR_DATE,absence,,Recurrence End Date,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=UNKNOWN; mode=context_only
company_code.id,SAP,KONA,BUKRS,company_code,,Company code for subsequent settlement,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=UNKNOWN; mode=context_only
address.country,SAP,VEKP,YLOCT,address,,Location,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=UNKNOWN; mode=context_only
validity.start_date,SAP,PA0000,BEGDA,validity,"HR Master Record — Infotype 0000 (Actions) Personnel actions (hire, transfer, term). HR Human Resources",Start Date,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=HR; mode=context_only
validity.start_date,SAP,PA0001,BEGDA,validity,"HR Master Record — Infotype 0001 (Org Assignment) Org unit, position, cost center, payroll area. HR Human Resources",Start Date,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=HR; mode=context_only
company_code.id,SAP,PA0001,BUKRS,company_code,"HR Master Record — Infotype 0001 (Org Assignment) Org unit, position, cost center, payroll area. HR Human Resources",Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=HR; mode=context_only
validity.start_date,SAP,PA0002,BEGDA,validity,"HR Master Record — Infotype 0002 (Personal Data) Name, DOB, gender, marital status. HR Human Resources",Start Date,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=HR; mode=context_only
employee.name,SAP,PA0002,NACHN,employee,"HR Master Record — Infotype 0002 (Personal Data) Name, DOB, gender, marital status. HR Human Resources",Last Name,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=HR; mode=context_only
employee.name,SAP,PA0002,VORNA,employee,"HR Master Record — Infotype 0002 (Personal Data) Name, DOB, gender, marital status. HR Human Resources",First Name,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=HR; mode=context_only
address.country,SAP,PA0002,MIDNM,address,"HR Master Record — Infotype 0002 (Personal Data) Name, DOB, gender, marital status. HR Human Resources",Middle Name,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=HR; mode=context_only
validity.start_date,SAP,PA0006,BEGDA,validity,HR Master Record — Infotype 0006 (Addresses) Permanent / mailing addresses. HR Human Resources,Start Date,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=HR; mode=context_only
supplier.address,SAP,PA0006,PSTLZ,supplier,HR Master Record — Infotype 0006 (Addresses) Permanent / mailing addresses. HR Human Resources,Postal Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=HR; mode=context_only
validity.start_date,SAP,PA0008,BEGDA,validity,"HR Master Record — Infotype 0008 (Basic Pay) Pay scale, wage types, basic salary. HR Human Resources",Start Date,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=HR; mode=context_only
validity.start_date,SAP,HRP1001,BEGDA,validity,"Infotype 1001 — Object Relationships OM relationships (S→O, P→S, etc.). HR Human Resources",Start Date,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=HR; mode=context_only
account.name,SAP,HRP1001,UNAME,account,"Infotype 1001 — Object Relationships OM relationships (S→O, P→S, etc.). HR Human Resources",User Name,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=HR; mode=context_only
invoice.amount,SAP,HRP1001,REASN,invoice,"Infotype 1001 — Object Relationships OM relationships (S→O, P→S, etc.). HR Human Resources",Reason,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=HR; mode=context_only
validity.start_date,SAP,PA2001,BEGDA,validity,"HR Time — Absences Absences (sick, vacation). HR Human Resources",Start Date,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=HR; mode=context_only
invoice.amount,SAP,PA2001,BEGUZ,invoice,"HR Time — Absences Absences (sick, vacation). HR Human Resources",Start Time,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=HR; mode=context_only
invoice.amount,SAP,PA2001,ENDUZ,invoice,"HR Time — Absences Absences (sick, vacation). HR Human Resources",End Time,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=HR; mode=context_only
validity.start_date,SAP,PA2002,BEGDA,validity,HR Time — Attendances Attendances/presences. HR Human Resources,Start Date,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=HR; mode=context_only
invoice.amount,SAP,PA2002,BEGUZ,invoice,HR Time — Attendances Attendances/presences. HR Human Resources,Start Time,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=HR; mode=context_only
invoice.amount,SAP,PA2002,ENDUZ,invoice,HR Time — Attendances Attendances/presences. HR Human Resources,End Time,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=HR; mode=context_only
account.name,SAP,PCL2,UNAME,account,Payroll Cluster (RGDIR / RT / CRT) Stores payroll results (use ABAP cluster reads). HR Human Resources,User Name,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=HR; mode=context_only
validity.start_date,SAP,T512W,BEGDA,validity,Wage Type Valuation Wage type characteristics by country grouping. HR Human Resources,Start Date,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=HR; mode=context_only
compensation.plan,SAP,T512W,GVPRO,compensation,Wage Type Valuation Wage type characteristics by country grouping. HR Human Resources,Percentage,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=HR; mode=context_only
compensation.plan,SAP,T512W,PZPRO,compensation,Wage Type Valuation Wage type characteristics by country grouping. HR Human Resources,Percentage,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=HR; mode=context_only
compensation.plan,SAP,T512W,FZPRO,compensation,Wage Type Valuation Wage type characteristics by country grouping. HR Human Resources,Percentage,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=HR; mode=context_only
company_code.id,SAP,BSEG,BUKRS,company_code,"Accounting Document Segment (Line Items) Multiple records per doc. Posting key (BSCHL), account type (KOART), amounts DMBTR/WRBTR. Linked to BKPF via BUKRS+BELNR+GJAHR. FI Financial Accounting",Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
order_unit.code,SAP,BSEG,BPRME,order_unit,"Accounting Document Segment (Line Items) Multiple records per doc. Posting key (BSCHL), account type (KOART), amounts DMBTR/WRBTR. Linked to BKPF via BUKRS+BELNR+GJAHR. FI Financial Accounting",Order Price Unit (Purchasing),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
company_code.id,SAP,SKB1,BUKRS,company_code,G/L Account Master (Company Code) Company-code-specific G/L data. FI Financial Accounting,Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
company_code.id,SAP,BSIS,BUKRS,company_code,G/L Open Items Index of open G/L items. FI Financial Accounting,Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
company_code.id,SAP,BSID,BUKRS,company_code,Customer Open Items / Cleared Items index Open AR items index. Counterpart: BSAD (cleared). FI Financial Accounting,Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
company_code.id,SAP,BSIK,BUKRS,company_code,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
